ID,FoodGroup,Descrip,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,VitA_USRDA,VitB6_USRDA,VitB12_USRDA,VitC_USRDA,VitE_USRDA,Folate_USRDA,Niacin_USRDA,Riboflavin_USRDA,Thiamin_USRDA,Calcium_USRDA,Copper_USRDA,Magnesium_USRDA,Phosphorus_USRDA,Selenium_USRDA,Zinc_USRDA,category
18279,Baked Products,"Muffins, corn, commercially prepared",305,5.9,8.4,51,17.78,3.4,52,0.084,0.09,0,0.8,82,2.037,0.326,0.273,74,0.299,2.81,32,0.355,284,15.2,0.54,0.057777778,0.049411765,0.0375,0,0.053333333,0.205,0.1273125,0.250769231,0.2275,0.061666667,0.000332222,0.076190476,0.405714286,0.276363636,0.049090909,Weight_Gain
16273,Legumes and Legume Products,"Vitasoy USA Organic Nasoya, Tofu Plus Extra Firm",92,9.3,4.9,2.7,0.4,1,0,0.5,1.45,0,0,0,0,0.44,0,246,0,1.6,0,0,129,0,0,0,0.294117647,0.604166667,0,0,0,0,0.338461538,0,0.205,0,0,0.184285714,0,0,General_Food
18246,Baked Products,"Danish pastry, fruit, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry)",371,5.4,18.5,47.8,27.53,1.9,15,0.043,0.09,3.9,0.34,68,1.992,0.22,0.263,46,0.065,1.77,15,0.253,89,14.8,0.54,0.016666667,0.025294118,0.0375,0.043333333,0.022666667,0.17,0.1245,0.169230769,0.219166667,0.038333333,7.22E-05,0.035714286,0.127142857,0.269090909,0.049090909,Weight_Gain
4628,Fats and Oils,"Margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils",717,0.16,80.71,0.7,0,0,0,0,0,0,5.23,1,0.003,0,0.012,3,0,0.12,1,0,5,0,0.11,0,0,0,0,0.348666667,0.0025,0.0001875,0,0.01,0.0025,0,0.002380952,0.007142857,0,0.01,Weight_Gain
16094,Legumes and Legume Products,"Peanuts, valencia, oil-roasted, with salt",589,27.04,51.24,16.3,0,8.9,0,0.243,0,0,0,126,14.338,0.153,0.09,54,0.838,1.65,160,1.721,319,7.5,3.08,0,0.142941176,0,0,0,0.315,0.896125,0.117692308,0.075,0.045,0.000931111,0.380952381,0.455714286,0.136363636,0.28,Weight_Gain
19445,Snacks,"Snacks, potato chips, made from dried potatoes, fat-free, made with olestra",253,5.06,0.93,56,0.59,7.3,0,0.532,0,108.8,0,67,3.397,0.016,0.177,20,0.165,1.14,48,0.394,132,2.9,0.78,0,0.312941176,0,1.208888889,0,0.1675,0.2123125,0.012307692,0.1475,0.016666667,0.000183333,0.114285714,0.188571429,0.052727273,0.070909091,Weight_Loss
28224,Baked Products,"MURRAY, SUGAR FREE, Fudge Dipped Wafers",486,3.4,33.5,61.2,0.4,13.3,0,0,0,0,0,0,1,0.08,0.11,0,0,1.4,17,0,45,0,0.3,0,0,0,0,0,0,0.0625,0.061538462,0.091666667,0,0,0.04047619,0.064285714,0,0.027272727,Weight_Gain
43098,Sweets,"Pie fillings, cherry, low calorie",53,0.82,0.16,11.98,9.15,1.2,10,0.027,0,2.8,0,4,0.361,0.039,0.02,11,0.084,0.33,8,0.057,15,0.1,0.07,0.011111111,0.015882353,0,0.031111111,0,0.01,0.0225625,0.03,0.016666667,0.009166667,9.33E-05,0.019047619,0.021428571,0.001818182,0.006363636,General_Food
9048,Fruits and Fruit Juices,"Blackberries, frozen, unsweetened",64,1.18,0.43,15.67,10.67,5,6,0.061,0,3.1,1.17,34,1.207,0.046,0.029,29,0.12,0.8,22,1.223,30,0.4,0.25,0.006666667,0.035882353,0,0.034444444,0.078,0.085,0.0754375,0.035384615,0.024166667,0.024166667,0.000133333,0.052380952,0.042857143,0.007272727,0.022727273,Weight_Loss
8659,Breakfast Cereals,"Cereals ready-to-eat, KELLOGG'S FROSTED FLAKES, CHOCO ZUCARITAS",387,5.1,3.5,85.1,38.1,1.4,0,1.67,5,20,0,553,16.7,1.42,1.25,7,0,15,36,0,77,0,0.8,0,0.982352941,2.083333333,0.222222222,0,1.3825,1.04375,1.092307692,1.041666667,0.005833333,0,0.085714286,0.11,0,0.072727273,Weight_Gain
11403,Vegetables and Vegetable Products,"Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",158,2.75,5.48,25.55,0.37,2,0,0.261,0,8.6,0.39,23,2.077,0.032,0.13,12,0.104,0.57,24,0.154,87,0.4,0.35,0,0.153529412,0,0.095555556,0.026,0.0575,0.1298125,0.024615385,0.108333333,0.01,0.000115556,0.057142857,0.124285714,0.007272727,0.031818182,General_Food
15036,Finfish and Shellfish Products,"Fish, halibut, Atlantic and Pacific, raw",91,18.56,1.33,0,0,0,20,0.548,1.1,0,0.61,12,6.513,0.03,0.05,7,0.023,0.16,23,0.011,236,45.6,0.36,0.022222222,0.322352941,0.458333333,0,0.040666667,0.03,0.4070625,0.023076923,0.041666667,0.005833333,2.56E-05,0.054761905,0.337142857,0.829090909,0.032727273,Muscle_Gain
20031,Cereal Grains and Pasta,"Millet, raw",378,11.02,4.22,72.85,0,8.5,0,0.384,0,0,0.05,85,4.72,0.29,0.421,8,0.75,3.01,114,1.632,285,2.7,1.68,0,0.225882353,0,0,0.003333333,0.2125,0.295,0.223076923,0.350833333,0.006666667,0.000833333,0.271428571,0.407142857,0.049090909,0.152727273,Weight_Gain
23412,Beef Products,"Beef, New Zealand, imported, flat, separable lean only, cooked, braised",226,33.22,10.3,0,0,0,15,0.171,1.85,0,1.16,0,2.292,0.192,0.024,6,0.19,3.23,18,0.016,159,2,4.54,0.016666667,0.100588235,0.770833333,0,0.077333333,0,0.14325,0.147692308,0.02,0.005,0.000211111,0.042857143,0.227142857,0.036363636,0.412727273,General_Food
23602,Beef Products,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",214,34.66,7.36,0,0,0,0,0.332,2.53,0,0.45,12,5.044,0.217,0.07,16,0.12,2.93,23,0.012,213,35.4,8.32,0,0.195294118,1.054166667,0,0.03,0.03,0.31525,0.166923077,0.058333333,0.013333333,0.000133333,0.054761905,0.304285714,0.643636364,0.756363636,General_Food
7210,Sausages and Luncheon Meats,"OSCAR MAYER, Chicken Breast (oven roasted, fat free)",85,18.3,0.6,1.7,0.9,0,0,0,0,0,0,0,0,0,0,12,0.23,1.33,36,0,256,0,0.6,0,0,0,0,0,0,0,0,0,0.01,0.000255556,0.085714286,0.365714286,0,0.054545455,Muscle_Gain
18977,Baked Products,"KASHI, TLC, Toasted Asiago Crackers",420,12.7,13.8,66.4,7.1,9.6,0,0.3,0,0,0,0,2.8,0.11,0.33,160,0,2.9,57,0,448,0,1.5,0,0.176470588,0,0,0,0,0.175,0.084615385,0.275,0.133333333,0,0.135714286,0.64,0,0.136363636,Weight_Gain
42259,Snacks,"Snacks, popcorn, home-prepared, oil-popped, unsalted",500,9,28.1,58.1,0.54,10,8,0.21,0,0.3,2.43,17,1.55,0.14,0.13,10,0.221,2.78,108,0,250,7.3,2.64,0.008888889,0.123529412,0,0.003333333,0.162,0.0425,0.096875,0.107692308,0.108333333,0.008333333,0.000245556,0.257142857,0.357142857,0.132727273,0.24,Weight_Gain
42262,Sausages and Luncheon Meats,"Sausage, chicken and beef, smoked",295,18.5,24,0,0,0,31,0.17,0.38,0,0.5,4,4.06,0.12,0.04,11,0.051,1.08,14,0,111,14.5,1.73,0.034444444,0.1,0.158333333,0,0.033333333,0.01,0.25375,0.092307692,0.033333333,0.009166667,5.67E-05,0.033333333,0.158571429,0.263636364,0.157272727,General_Food
1180,Dairy and Egg Products,"Sour cream, fat free",74,3.1,0,15.6,0.39,0,73,0.02,0.3,0,0,11,0.07,0.15,0.04,125,0.016,0,10,0,95,5.3,0.5,0.081111111,0.011764706,0.125,0,0,0.0275,0.004375,0.115384615,0.033333333,0.104166667,1.78E-05,0.023809524,0.135714286,0.096363636,0.045454545,General_Food
5702,Poultry Products,"Turkey from whole, enhanced, light meat, meat and skin, raw",147,20.02,7.42,0.14,0.06,0,19,0.675,0.67,0,0.07,0,8.832,0.137,0.03,14,0.051,0.54,22,0.007,214,20.6,1.22,0.021111111,0.397058824,0.279166667,0,0.004666667,0,0.552,0.105384615,0.025,0.011666667,5.67E-05,0.052380952,0.305714286,0.374545455,0.110909091,General_Food
17218,"Lamb, Veal, and Game Products","Veal, variety meats and by-products, thymus, raw",101,17.21,3.07,0,0,0,0,0.035,3.33,49.2,0.09,22,4.77,0.188,0.069,3,0.079,1.05,23,0.018,533,16.1,1.55,0,0.020588235,1.3875,0.546666667,0.006,0.055,0.298125,0.144615385,0.0575,0.0025,8.78E-05,0.054761905,0.761428571,0.292727273,0.140909091,General_Food
17412,"Lamb, Veal, and Game Products","Lamb, New Zealand, imported, neck chops, separable lean and fat, raw",231,17.43,17.9,0.14,0,0,11,0.109,2.51,0,0.36,0,3.801,0.128,0.082,20,0.077,1.14,18,0.006,156,4.3,3.05,0.012222222,0.064117647,1.045833333,0,0.024,0,0.2375625,0.098461538,0.068333333,0.016666667,8.56E-05,0.042857143,0.222857143,0.078181818,0.277272727,General_Food
6151,"Soups, Sauces, and Gravies","Sauce, plum, ready-to-serve",184,0.89,1.04,42.81,0,0.7,2,0.078,0,0.5,0,6,1.014,0.084,0.018,12,0.078,1.43,12,0.114,22,0.4,0.19,0.002222222,0.045882353,0,0.005555556,0,0.015,0.063375,0.064615385,0.015,0.01,8.67E-05,0.028571429,0.031428571,0.007272727,0.017272727,General_Food
23264,Beef Products,"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw",138,22.52,5.29,0.18,0,0,2,0.644,3.17,0,0,4,5.736,0.179,0.063,5,0.099,2.27,26,0,226,24.1,5.28,0.002222222,0.378823529,1.320833333,0,0,0.01,0.3585,0.137692308,0.0525,0.004166667,0.00011,0.061904762,0.322857143,0.438181818,0.48,General_Food
10204,Pork Products,"Pork, fresh, loin, country-style ribs, separable lean and fat, raw",189,19.34,11.82,0,0,0,2,0.539,1,0,0.23,0,3.082,0.253,0.375,22,0.078,0.85,21,0.011,193,32.3,2.78,0.002222222,0.317058824,0.416666667,0,0.015333333,0,0.192625,0.194615385,0.3125,0.018333333,8.67E-05,0.05,0.275714286,0.587272727,0.252727273,General_Food
28220,Baked Products,"MURRAY, SUGAR FREE, Chocolate Bites Cookies",363,8.1,12.7,74.9,0.6,19.6,0,0,0,0,0,0,3.9,0.28,0.39,0,0,5.2,55,0,133,0,1.1,0,0,0,0,0,0,0.24375,0.215384615,0.325,0,0,0.130952381,0.19,0,0.1,Weight_Gain
20051,Cereal Grains and Pasta,"Rice, white, medium-grain, cooked",130,2.38,0.21,28.59,0,0.3,0,0.05,0,0,0,97,1.835,0.016,0.167,3,0.038,1.49,13,0.377,37,7.5,0.42,0,0.029411765,0,0,0,0.2425,0.1146875,0.012307692,0.139166667,0.0025,4.22E-05,0.030952381,0.052857143,0.136363636,0.038181818,General_Food
10903,Pork Products,"Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, unheated",191,22.35,11.11,0.32,0.32,0,10,0.361,0.36,0,0.34,3,4.856,0.211,0.235,6,0.114,1.01,19,0.022,233,46.6,2.53,0.011111111,0.212352941,0.15,0,0.022666667,0.0075,0.3035,0.162307692,0.195833333,0.005,0.000126667,0.045238095,0.332857143,0.847272727,0.23,General_Food
22979,"Meals, Entrees, and Side Dishes","KASHI Black Bean Mango, frozen, unprepared",111,3,3,18,3,6,795,0,0,21,0,0,0,0,0,29,0,0.6,27,0,67,0,0.6,0.883333333,0,0,0.233333333,0,0,0,0,0,0.024166667,0,0.064285714,0.095714286,0,0.054545455,Weight_Loss
21012,Fast Foods,"Fast foods, croissant, with egg, cheese, and bacon",320,12.58,21.98,18.33,0,0,110,0.09,0.67,1.7,0,41,1.7,0.26,0.27,117,0.077,1.7,18,0.172,214,19,1.47,0.122222222,0.052941176,0.279166667,0.018888889,0,0.1025,0.10625,0.2,0.225,0.0975,8.56E-05,0.042857143,0.305714286,0.345454545,0.133636364,Weight_Gain
6624,"Soups, Sauces, and Gravies","SMART SOUP, Thai Coconut Curry",36,0.8,1.06,6.5,3.7,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015833333,0,0,0,0,0,General_Food
9317,Fruits and Fruit Juices,"Strawberries, canned, heavy syrup pack, solids and liquids",92,0.56,0.26,23.53,21.83,1.7,1,0.049,0,31.7,0.19,28,0.057,0.034,0.021,13,0.063,0.49,8,0.2,12,0.3,0.09,0.001111111,0.028823529,0,0.352222222,0.012666667,0.07,0.0035625,0.026153846,0.0175,0.010833333,7.00E-05,0.019047619,0.017142857,0.005454545,0.008181818,General_Food
10000,Pork Products,"Pork, fresh, enhanced, composite of separable fat, cooked",585,10.06,60.42,0.32,0,0,0,0.234,1.4,0,0.24,0,3.93,0.139,0.246,36,0.045,0.82,12,0.007,160,15.1,1.13,0,0.137647059,0.583333333,0,0.016,0,0.245625,0.106923077,0.205,0.03,5.00E-05,0.028571429,0.228571429,0.274545455,0.102727273,Weight_Gain
23086,Beef Products,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",190,33.31,6.34,0,0,0,2,0.39,4.44,0,0.11,8,3.88,0.287,0.085,15,0.15,3.42,23,0.026,239,38.8,10.93,0.002222222,0.229411765,1.85,0,0.007333333,0.02,0.2425,0.220769231,0.070833333,0.0125,0.000166667,0.054761905,0.341428571,0.705454545,0.993636364,General_Food
14073,Beverages,"Beverages, ZEVIA, cola",0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muscle_Gain
10198,Pork Products,"Pork, fresh, loin, center rib (roasts), boneless, separable lean and fat, cooked, roasted",252,26.99,15.15,0,0,0,0,0.363,0.56,0.4,0,8,5.044,0.29,0.604,6,0.016,0.93,22,0.01,214,40.3,2.64,0,0.213529412,0.233333333,0.004444444,0,0.02,0.31525,0.223076923,0.503333333,0.005,1.78E-05,0.052380952,0.305714286,0.732727273,0.24,General_Food
10051,Pork Products,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted",206,28.82,9.21,0,0,0,3,0.516,0.89,0,0.23,0,10.003,0.312,0.552,13,0.082,1.02,22,0.007,244,43.1,3.09,0.003333333,0.303529412,0.370833333,0,0.015333333,0,0.6251875,0.24,0.46,0.010833333,9.11E-05,0.052380952,0.348571429,0.783636364,0.280909091,General_Food
13825,Beef Products,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",337,22.42,26.75,0,0,0,0,0.27,2.89,0,0,6,3.27,0.17,0.08,11,0.082,2.19,20,0.013,179,21.6,5.28,0,0.158823529,1.204166667,0,0,0.015,0.204375,0.130769231,0.066666667,0.009166667,9.11E-05,0.047619048,0.255714286,0.392727273,0.48,Weight_Gain
17365,"Lamb, Veal, and Game Products","Lamb, New Zealand, imported, flap, boneless, separable lean only, cooked, braised",234,27.88,13.6,0,0,0,10,0.091,1.53,0,0.34,0,3.343,0.148,0.014,9,0.095,1.21,18,0.002,137,7.8,4.21,0.011111111,0.053529412,0.6375,0,0.022666667,0,0.2089375,0.113846154,0.011666667,0.0075,0.000105556,0.042857143,0.195714286,0.141818182,0.382727273,General_Food
15225,Finfish and Shellfish Products,"Fish, yellowtail, mixed species, cooked, dry heat",187,29.67,6.72,0,0,0,31,0.185,1.25,2.9,0,4,8.718,0.051,0.175,29,0.058,0.63,38,0.019,201,46.8,0.67,0.034444444,0.108823529,0.520833333,0.032222222,0,0.01,0.544875,0.039230769,0.145833333,0.024166667,6.44E-05,0.09047619,0.287142857,0.850909091,0.060909091,General_Food
13411,Beef Products,"Beef, round, bottom round, roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",185,27.23,7.63,0,0,0,0,0.38,1.61,0,0.37,9,5.232,0.17,0.057,6,0.064,2.4,18,0.009,172,30.9,4.74,0,0.223529412,0.670833333,0,0.024666667,0.0225,0.327,0.130769231,0.0475,0.005,7.11E-05,0.042857143,0.245714286,0.561818182,0.430909091,General_Food
11771,Vegetables and Vegetable Products,"Corn, sweet, yellow, canned, no salt added, solids and liquids",61,1.95,0.77,13.86,3.18,1.7,2,0.037,0,2.6,0.03,38,0.884,0.015,0.015,4,0.028,0.36,15,0.082,46,0.5,0.39,0.002222222,0.021764706,0,0.028888889,0.002,0.095,0.05525,0.011538462,0.0125,0.003333333,3.11E-05,0.035714286,0.065714286,0.009090909,0.035454545,General_Food
18373,Baked Products,"Leavening agents, cream of tartar",258,0,0,61.5,0,0.2,0,0,0,0,0,0,0,0,0,8,0.195,3.72,2,0.205,5,0.2,0.42,0,0,0,0,0,0,0,0,0,0.006666667,0.000216667,0.004761905,0.007142857,0.003636364,0.038181818,General_Food
23552,Beef Products,"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",207,25.7,10.84,0,0,0,0,0.268,2.97,0,0.16,9,3.393,0.24,0.086,7,0.096,3.05,21,0,212,29.1,6.04,0,0.157647059,1.2375,0,0.010666667,0.0225,0.2120625,0.184615385,0.071666667,0.005833333,0.000106667,0.05,0.302857143,0.529090909,0.549090909,General_Food
5049,Poultry Products,"Chicken, broilers or fryers, back, meat and skin, cooked, fried, batter",331,21.97,21.91,10.25,0,0,36,0.23,0.26,0,0,28,5.837,0.213,0.119,26,0.081,1.49,19,0.062,137,29,1.96,0.04,0.135294118,0.108333333,0,0,0.07,0.3648125,0.163846154,0.099166667,0.021666667,9.00E-05,0.045238095,0.195714286,0.527272727,0.178181818,Weight_Gain
23131,Beef Products,"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",204,31.03,8.92,0,0,0,7,0.535,3.35,0,0.11,8,4.662,0.271,0.079,13,0.129,3.53,25,0.014,230,37.5,9.24,0.007777778,0.314705882,1.395833333,0,0.007333333,0.02,0.291375,0.208461538,0.065833333,0.010833333,0.000143333,0.05952381,0.328571429,0.681818182,0.84,General_Food
28007,Baked Products,"KELLOGG'S, EGGO, Wafflers, Brown Sugar Cinnamon Roll",331,4.8,11.6,52.2,21,1.3,395,0.53,1.6,0,0,0,5.3,0.45,0.39,293,0,5.9,13,0,263,0,0.4,0.438888889,0.311764706,0.666666667,0,0,0,0.33125,0.346153846,0.325,0.244166667,0,0.030952381,0.375714286,0,0.036363636,Weight_Gain
6730,"Soups, Sauces, and Gravies","Soup, split pea with ham, chunky, reduced fat, reduced sodium, ready-to-serve, single brand",76,5.2,1.1,11.3,0,0,131,0,0,4.2,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0.145555556,0,0,0.046666667,0,0,0,0,0,0,0,0,0,0,0,General_Food
19352,Sweets,"Syrups, malt",318,6.2,0,71.3,71.3,0,0,0.5,0,0,0,12,8.12,0.393,0.011,61,0.2,0.96,72,0.1,236,12.3,0.14,0,0.294117647,0,0,0,0.03,0.5075,0.302307692,0.009166667,0.050833333,0.000222222,0.171428571,0.337142857,0.223636364,0.012727273,Weight_Gain
1073,Dairy and Egg Products,"Dessert topping, semi solid, frozen",318,1.25,25.31,23.05,23.05,0,7,0,0,0,0.96,0,0,0,0,6,0.03,0.12,2,0.058,8,2.1,0.03,0.007777778,0,0,0,0.064,0,0,0,0,0.005,3.33E-05,0.004761905,0.011428571,0.038181818,0.002727273,Weight_Gain
17073,"Lamb, Veal, and Game Products","Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, cooked, roasted",246,24.81,15.56,0,0,0,0,0.13,2.6,0,0.15,1,7.59,0.45,0.12,10,0.103,2.1,20,0.023,218,4,3.58,0,0.076470588,1.083333333,0,0.01,0.0025,0.474375,0.346153846,0.1,0.008333333,0.000114444,0.047619048,0.311428571,0.072727273,0.325454545,General_Food
6409,"Soups, Sauces, and Gravies","Soup, beef noodle, canned, prepared with equal volume water",34,1.93,1.23,3.58,1.03,0.3,5,0.015,0.08,0.2,0.5,12,0.425,0.024,0.028,8,0.06,0.44,3,0.109,19,3,0.62,0.005555556,0.008823529,0.033333333,0.002222222,0.033333333,0.03,0.0265625,0.018461538,0.023333333,0.006666667,6.67E-05,0.007142857,0.027142857,0.054545455,0.056363636,General_Food
9109,Fruits and Fruit Juices,"Gooseberries, canned, light syrup pack, solids and liquids",73,0.65,0.2,18.75,0,2.4,7,0.012,0,10,0,3,0.153,0.053,0.02,16,0.217,0.33,6,0.177,7,0.4,0.11,0.007777778,0.007058824,0,0.111111111,0,0.0075,0.0095625,0.040769231,0.016666667,0.013333333,0.000241111,0.014285714,0.01,0.007272727,0.01,General_Food
12059,Nut and Seed Products,"Nuts, acorns, dried",509,8.1,31.41,53.66,0,0,0,0.695,0,0,0,115,2.406,0.154,0.149,54,0.818,1.04,82,1.363,103,0,0.67,0,0.408823529,0,0,0,0.2875,0.150375,0.118461538,0.124166667,0.045,0.000908889,0.195238095,0.147142857,0,0.060909091,Weight_Gain
23516,Beef Products,"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",175,28.6,5.82,0,0,0,2,0.678,3.43,0,0.1,7,5.542,0.225,0.09,12,0.105,2.94,26,0.013,249,32,8.19,0.002222222,0.398823529,1.429166667,0,0.006666667,0.0175,0.346375,0.173076923,0.075,0.01,0.000116667,0.061904762,0.355714286,0.581818182,0.744545455,General_Food
14028,Beverages,"Whiskey sour mix, bottled",87,0.1,0.1,21.4,21.4,0,0,0,0,2.7,0,0,0,0.01,0.013,2,0,0.11,1,0,6,0.4,0.07,0,0,0,0.03,0,0,0,0.007692308,0.010833333,0.001666667,0,0.002380952,0.008571429,0.007272727,0.006363636,General_Food
13914,Beef Products,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",250,26.72,15.11,0,0,0,0,0.585,1.38,0,0.45,0,6.978,0.14,0.078,22,0.073,1.63,23,0.009,213,28.8,4.85,0,0.344117647,0.575,0,0.03,0,0.436125,0.107692308,0.065,0.018333333,8.11E-05,0.054761905,0.304285714,0.523636364,0.440909091,General_Food
19222,Sweets,"Desserts, rennin, vanilla, dry mix",383,0,0,99,0,0,0,0.001,0,0,0,0,0.001,0.021,0,117,0.058,0.07,1,0.009,91,0.7,0.04,0,0.000588235,0,0,0,0,6.25E-05,0.016153846,0,0.0975,6.44E-05,0.002380952,0.13,0.012727273,0.003636364,Weight_Gain
15158,Finfish and Shellfish Products,"Mollusks, clam, mixed species, cooked, breaded and fried",202,14.24,11.15,10.33,0,0,91,0.06,40.27,10,0,48,2.064,0.244,0.1,63,0.356,13.91,14,0.54,188,28.9,1.46,0.101111111,0.035294118,16.77916667,0.111111111,0,0.12,0.129,0.187692308,0.083333333,0.0525,0.000395556,0.033333333,0.268571429,0.525454545,0.132727273,General_Food
11570,Vegetables and Vegetable Products,"Turnip greens, canned, solids and liquids",14,1.36,0.3,2.42,0,1.7,179,0.037,0,15.5,0,41,0.362,0.063,0.012,118,0.083,1.51,20,0.277,21,0.7,0.23,0.198888889,0.021764706,0,0.172222222,0,0.1025,0.022625,0.048461538,0.01,0.098333333,9.22E-05,0.047619048,0.03,0.012727273,0.020909091,General_Food
13231,Beef Products,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, choice, raw",161,22.13,7.39,0,0,0,0,0.647,1.93,0,0.13,3,5.412,0.275,0.051,18,0.058,1.98,11,0.003,209,23,3.61,0,0.380588235,0.804166667,0,0.008666667,0.0075,0.33825,0.211538462,0.0425,0.015,6.44E-05,0.026190476,0.298571429,0.418181818,0.328181818,General_Food
5656,Poultry Products,"Ostrich, tip trimmed, cooked",145,28.49,2.57,0,0,0,0,0.545,6.25,0,0.23,15,7.143,0.292,0.232,6,0.152,2.79,25,0.019,251,37.5,4.85,0,0.320588235,2.604166667,0,0.015333333,0.0375,0.4464375,0.224615385,0.193333333,0.005,0.000168889,0.05952381,0.358571429,0.681818182,0.440909091,Muscle_Gain
23155,Beef Products,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",148,22.55,6.41,0,0,0,2,0.449,1.75,0,0.1,4,5.58,0.26,0.1,5,0.084,1.8,23,0.082,160,27,5.72,0.002222222,0.264117647,0.729166667,0,0.006666667,0.01,0.34875,0.2,0.083333333,0.004166667,9.33E-05,0.054761905,0.228571429,0.490909091,0.52,General_Food
19524,Snacks,"Snacks, taro chips",498,2.3,24.9,68.1,3.82,7.2,7,0.438,0,5,11.34,20,0.515,0.029,0.174,60,0.28,1.2,84,0.001,131,1.8,0.38,0.007777778,0.257647059,0,0.055555556,0.756,0.05,0.0321875,0.022307692,0.145,0.05,0.000311111,0.2,0.187142857,0.032727273,0.034545455,Weight_Gain
21297,Fast Foods,"PIZZA HUT 14"" Pepperoni Pizza, Pan Crust",291,11.47,13.07,31.79,1.95,2,0,0.09,0.51,1,0.92,143,3.75,0.21,0.42,147,0.104,2.57,22,0.425,193,15.5,1.36,0,0.052941176,0.2125,0.011111111,0.061333333,0.3575,0.234375,0.161538462,0.35,0.1225,0.000115556,0.052380952,0.275714286,0.281818182,0.123636364,General_Food
3221,Baby Foods,"Babyfood, dessert, dutch apple, junior",79,0.2,0.16,19.18,17.89,1.4,1,0.017,0,18,0.04,0,0.048,0.012,0.01,3,0.03,0.11,4,0.02,7,0.2,0.03,0.001111111,0.01,0,0.2,0.002666667,0,0.003,0.009230769,0.008333333,0.0025,3.33E-05,0.00952381,0.01,0.003636364,0.002727273,General_Food
8578,Breakfast Cereals,"Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, microwaved, without salt",55,1.95,0.37,10.67,2.98,1.5,0,0.02,0,0,0.04,41,0.82,0.037,0.097,126,0.044,4.88,8,0.236,28,0,0.25,0,0.011764706,0,0,0.002666667,0.1025,0.05125,0.028461538,0.080833333,0.105,4.89E-05,0.019047619,0.04,0,0.022727273,General_Food
5357,Poultry Products,"Chicken, broiler, rotisserie, BBQ, back meat and skin",251,20.29,18.86,0.4,0.4,0,24,0.153,0.6,0,0.26,7,5.621,0.185,0.065,33,0.061,0.83,19,0.006,217,35.4,1.51,0.026666667,0.09,0.25,0,0.017333333,0.0175,0.3513125,0.142307692,0.054166667,0.0275,6.78E-05,0.045238095,0.31,0.643636364,0.137272727,General_Food
23338,Beef Products,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",144,21.91,6.21,0,0,0,4,0.614,3.67,0,0.18,4,5.072,0.329,0.056,14,0.067,2.46,12,0.008,219,21.2,3.32,0.004444444,0.361176471,1.529166667,0,0.012,0.01,0.317,0.253076923,0.046666667,0.011666667,7.44E-05,0.028571429,0.312857143,0.385454545,0.301818182,General_Food
15102,Finfish and Shellfish Products,"Fish, snapper, mixed species, cooked, dry heat",128,26.3,1.72,0,0,0,35,0.46,3.5,1.6,0,6,0.346,0.004,0.053,40,0.046,0.24,37,0.017,201,49,0.44,0.038888889,0.270588235,1.458333333,0.017777778,0,0.015,0.021625,0.003076923,0.044166667,0.033333333,5.11E-05,0.088095238,0.287142857,0.890909091,0.04,Muscle_Gain
